energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
327.6829,0.0005,14.24639,0.21,,G,,882.8611,555.1779,E2,,,0.061,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
333.1,0.2,0.0004086,0.0004,13858560,G,,970.1757,637.1133,[E4],,,1.007,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
334,,0.000417226,0.00001,13858560,G,,970.1757,636.2027,[M4],,,5.58,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
341.6432,0.001,1.36048,0.028,,G,1.07E-10,591.3179,249.6744,E2,,,0.054,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
348.098,0.003,0,,,G,,637.1133,289.0148,E2,,,0.0494,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
367.4174,0.0007,0.71051,0.04,,G,,636.2027,268.7849,E2,,,0.0424,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
378.5036,0.0005,22.7262,0.29,,G,,1086.9662,708.4622,E2,,,0.0404,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
385.0304,0.0009,2.45041,0.04,,G,,794.4394,409.4085,E2,,,0.0386,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
393.395,0.002,0,,,G,,844.9119,451.5146,E2,,,0.035,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
413.6637,0.0006,3.99974,0.19,,G,,854.3067,440.6424,E2,,,0.0305,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
418.5388,0.0005,16.78956,0.18,,G,,1301.4004,882.8611,E2,,,0.0307,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
426.4726,0.0024,0.37104,0.04,,G,,1017.7911,591.3179,E2,,,0.0292,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
465.8416,0.001,1.910083,0.028,,G,,1260.2817,794.4394,E2,,,0.0232,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
8.81,,1.9522,0.4,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
9.114,,34.34333306,1.734270441,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
52.965,,1.2031,0.13,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
54.07,,2.1111,0.23,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
54.608,,25.52917794,0.350661282,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
55.786,,44.67829531,0.559163549,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
61.387,,0.69462,0.09,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
62.084,,0.87849,0.11,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
62.927,,0.18387,0.03,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
63.333,,14.73969052,0.347838376,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
64.057,,18.67518788,0.430274924,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
64.935,,3.935497368,0.1330986,,X,,,,,,,,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
